# frame,trackID,trackStatus,cluster,clusterReject,gridIndex,class,x0,y0,x1,y1,xc,yc,trackDistance,deltaArea,speed,area,aspectRatio,texture,solidity,eMajor,eMinor,contourLen,perimeter,radius,mean,std,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,zer_0,zer_1,zer_2,zer_3,zer_4,zer_5,zer_6,zer_7,zer_8,zer_9,zer_10,zer_11,zer_12,zer_13,zer_14,zer_15,zer_16,zer_17,zer_18,zer_19,zer_20,zer_21,zer_22,zer_23,zer_24,har_0,har_1,har_2,har_3,har_4,har_5,har_6,har_7,har_8,har_9,har_10,har_11,gray_0,gray_1,gray_2,gray_3,gray_4,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,blank,pca1,pca2,pca3
18.000000,7.000000,18.000000,8.000000,0.000000,5.000000,0.000000,488.000000,127.000000,548.000000,190.000000,1016.000000,295.500000,5.315073,0.011628,43.156691,637.500000,3.166666,0.069048,0.915291,15.854424,53.149658,101.000000,126.267026,26.953764,336.816832,180.255899,2.934292,6.024960,10.429088,10.690495,21.252699,13.727654,-22.228666,2.875345,0.000000,0.474248,0.199507,0.029434,0.018422,0.241632,0.343725,0.139547,0.040561,0.021117,0.022255,0.185269,0.152781,0.280946,0.098827,0.012285,0.028109,0.034935,0.022560,0.051992,0.042030,0.135392,0.230756,0.069014,230.821903,0.819034,637.333181,0.816211,22.272767,2318.510821,2.127149,2.722111,0.004477,1.786238,-0.554093,0.935235,14.823529,193.064590,15.862690,249.751846,1.278087,0.020370,0.007672,0.004497,0.002381,0.000529,0.000529,0.817725,0.138624,0.000000,-927.936397,-603.473340,1.398748
18.000000,9.000000,18.000000,2.000000,0.000000,1.000000,0.000000,543.000000,109.000000,589.000000,183.000000,1119.000000,265.000000,1.581139,0.006706,13.647344,666.500000,3.262444,0.055523,0.926338,15.648172,56.567806,111.000000,130.468036,27.829939,355.774775,209.939575,2.918409,5.979666,10.226506,10.509917,20.878776,13.511341,-22.141242,1.914238,0.045755,0.264723,0.261018,0.026402,0.036655,0.121141,0.162249,0.195821,0.041347,0.009212,0.031908,0.021378,0.034458,0.064892,0.132881,0.013274,0.057656,0.000314,0.025845,0.087852,0.089871,0.073165,0.044563,0.071859,286.333930,0.805394,734.530450,0.792224,25.887930,2651.787872,2.447500,3.093789,0.004856,1.917713,-0.561984,0.953935,13.349020,167.439377,15.858583,249.665146,1.458130,0.021739,0.010870,0.005288,0.004407,0.002056,0.000294,0.787603,0.162750,0.000000,-580.608723,-558.902214,-13.633080
18.000000,2.000000,18.000000,8.000000,0.000000,6.000000,0.000000,566.000000,330.000000,629.000000,397.000000,1173.500000,703.500000,8.062258,0.029643,57.628118,590.500000,4.023166,0.057569,0.898782,14.305989,59.511131,107.000000,135.580734,29.517044,481.883178,118.221519,2.823407,5.745392,9.630502,10.212665,20.229421,13.465885,20.359220,3.476724,0.000000,0.395762,0.247120,0.071665,0.047800,0.233440,0.324306,0.199944,0.066853,0.040774,0.079744,0.228454,0.146387,0.292948,0.156066,0.044388,0.055466,0.078111,0.097200,0.057532,0.112098,0.135539,0.247411,0.117715,212.630701,0.763522,449.360404,0.849961,16.190113,1584.810916,1.830318,2.287190,0.006273,1.506208,-0.574357,0.916499,16.552940,223.378326,15.866320,249.828384,1.090241,0.018479,0.010898,0.005212,0.000948,0.000000,0.000000,0.847193,0.113717,0.000000,-1681.663735,-689.289214,17.300542
18.000000,6.000000,18.000000,1.000000,1.000000,1.000000,0.000000,487.000000,187.000000,536.000000,263.000000,1008.500000,422.000000,2.236068,0.032730,16.500000,741.500000,2.275176,0.093716,0.746351,22.132029,52.963108,135.000000,157.781745,27.518274,367.700000,143.251536,2.987786,6.267998,10.232242,11.071149,-22.552432,-14.530181,-21.727657,1.878549,0.014068,0.324780,0.212786,0.055326,0.042957,0.099657,0.226669,0.111868,0.065585,0.016913,0.037749,0.092514,0.074463,0.085838,0.077044,0.065013,0.025440,0.018994,0.023573,0.030365,0.025518,0.040353,0.041475,0.069600,397.920392,0.857979,1398.960019,0.772498,38.069502,5197.919684,2.564728,3.268594,0.003474,2.186227,-0.529523,0.951199,14.603922,181.987274,15.858052,249.653839,1.508173,0.019603,0.005908,0.005371,0.003491,0.002148,0.002148,0.782492,0.170516,0.000000,2044.838880,-336.533194,40.279616
18.000000,8.000000,18.000000,3.000000,0.000000,1.000000,0.000000,369.000000,103.000000,437.000000,204.000000,782.000000,266.500000,3.041381,0.003388,12.816006,1765.000000,2.654819,0.079936,0.854515,30.363834,81.679077,184.000000,213.823375,44.071064,277.336957,125.537607,2.968375,6.153134,10.269892,10.565358,20.987764,13.658385,-21.813965,2.176065,0.006999,0.259592,0.229361,0.054123,0.065876,0.098182,0.088595,0.175278,0.082102,0.103012,0.081672,0.027610,0.059973,0.038011,0.125232,0.013459,0.115230,0.112916,0.082626,0.096998,0.094029,0.061215,0.021388,0.082587,274.395490,0.811881,728.588975,0.738778,28.047882,2639.960408,2.982450,4.015396,0.003125,2.363524,-0.488790,0.961696,26.933332,312.848358,15.846642,249.412735,1.813580,0.017909,0.009464,0.004659,0.002912,0.002038,0.000728,0.731800,0.212434,0.000000,-654.609194,555.248473,-1.498915
21.000000,7.000000,21.000000,8.000000,0.000000,7.000000,0.000000,492.000000,123.000000,552.000000,186.000000,1024.000000,287.500000,5.315073,0.007081,40.697051,640.000000,3.040000,0.075132,0.918880,15.978267,52.796986,104.000000,128.024385,26.953764,337.038462,184.463120,2.938727,6.037375,10.457837,10.715299,21.303739,13.750158,-22.335063,2.822769,0.000000,0.480392,0.195310,0.029081,0.017411,0.243127,0.342863,0.134395,0.040811,0.020396,0.020344,0.175350,0.153618,0.277188,0.093328,0.014778,0.025822,0.028956,0.021154,0.057706,0.021867,0.143768,0.220851,0.064253,246.075129,0.810194,647.737967,0.814115,22.450641,2344.876739,2.142471,2.746850,0.004578,1.810223,-0.551213,0.935621,14.823529,192.811584,15.863175,249.762131,1.287123,0.019841,0.006614,0.002646,0.002381,0.001058,0.001323,0.816667,0.144444,0.000000,-899.444313,-599.293761,3.112211
21.000000,2.000000,21.000000,8.000000,0.000000,8.000000,0.000000,571.000000,325.000000,631.000000,394.000000,1182.000000,694.500000,6.800735,0.014407,50.914143,598.500000,3.815951,0.057971,0.858065,14.290646,59.452427,109.000000,135.923880,29.410982,481.022936,121.810254,2.831218,5.762340,9.810096,10.444955,20.721731,13.893052,20.724267,3.187803,0.001753,0.348407,0.267235,0.049876,0.038351,0.254485,0.262444,0.235848,0.039562,0.018647,0.073293,0.207705,0.132334,0.235423,0.200662,0.037683,0.072963,0.037219,0.097455,0.004281,0.121005,0.079896,0.208520,0.162756,229.343053,0.758692,474.920199,0.843829,16.959572,1670.337743,1.884491,2.362423,0.006130,1.552414,-0.571524,0.920536,16.235294,217.752960,15.865707,249.815536,1.123625,0.022947,0.012077,0.003140,0.000966,0.000242,0.000000,0.842029,0.116425,0.000000,-1592.339667,-677.125716,13.780973
21.000000,6.000000,21.000000,1.000000,1.000000,2.000000,0.000000,488.000000,187.000000,536.000000,258.000000,1010.000000,419.500000,2.549510,0.026971,18.172782,703.500000,2.255556,0.098885,0.758082,21.602419,51.728546,133.000000,155.781745,25.084980,367.672932,143.495966,2.978020,6.241609,10.092128,10.833459,21.790283,-15.621996,-21.319805,1.878830,0.020298,0.304857,0.225139,0.062728,0.039513,0.098206,0.229977,0.108250,0.055252,0.016406,0.048697,0.117143,0.056234,0.087693,0.067590,0.076318,0.041216,0.025970,0.031633,0.012291,0.007556,0.028956,0.048277,0.068629,449.184194,0.843598,1434.042285,0.763330,39.461004,5286.984945,2.653740,3.379361,0.003400,2.273100,-0.535859,0.956805,13.364706,164.681351,15.857230,249.636459,1.564722,0.019366,0.007336,0.006749,0.005575,0.001761,0.002054,0.773768,0.177523,0.000000,2143.871873,-371.330214,32.372479
21.000000,1.000000,21.000000,2.000000,0.000000,0.000000,0.000000,185.000000,397.000000,226.000000,468.000000,400.500000,839.500000,0.500000,0.020833,26.000000,493.500000,3.727273,0.083476,0.907169,12.737107,50.973362,103.000000,119.982755,25.961609,318.033981,114.323522,2.882284,5.880839,10.838797,11.796454,-23.438965,-14.890520,-23.169147,2.307119,0.042397,0.277397,0.271870,0.026770,0.067116,0.153729,0.190905,0.221776,0.022355,0.052167,0.072833,0.038334,0.062599,0.116521,0.168610,0.025240,0.056670,0.069441,0.065127,0.040475,0.072707,0.017529,0.059774,0.114777,308.695400,0.794605,749.839962,0.803063,23.820793,2690.664449,2.258851,2.805730,0.003866,1.939497,-0.583427,0.948633,11.415687,147.708511,15.864412,249.788177,1.339239,0.021299,0.011336,0.003092,0.003092,0.002405,0.000687,0.812436,0.139471,0.000000,-528.426787,-729.294399,-12.481884
21.000000,9.000000,21.000000,2.000000,0.000000,2.000000,0.000000,544.000000,108.000000,589.000000,182.000000,1120.500000,263.000000,0.500000,0.026568,10.511898,659.500000,3.520000,0.062462,0.927567,15.210184,57.202400,113.000000,131.639609,27.829939,355.256637,210.932644,2.909015,5.952233,10.419980,10.695773,21.254483,13.686628,-22.462110,1.854762,0.035847,0.256147,0.266109,0.011858,0.032837,0.122767,0.163404,0.197115,0.040402,0.005449,0.021650,0.007935,0.041092,0.073588,0.130169,0.034388,0.033587,0.007019,0.013880,0.077055,0.069140,0.069634,0.075445,0.068245,284.600020,0.805355,729.893127,0.789927,26.190433,2634.972489,2.467248,3.132433,0.004528,1.932618,-0.555060,0.953376,13.058824,163.192322,15.857750,249.647568,1.468846,0.027928,0.012012,0.006607,0.002703,0.001802,0.000300,0.784685,0.153754,0.000000,-597.597778,-566.995150,-15.136739
21.000000,8.000000,21.000000,3.000000,0.000000,2.000000,0.000000,372.000000,100.000000,433.000000,205.000000,784.500000,262.500000,1.802776,0.002552,17.464249,1759.000000,2.736491,0.084778,0.870792,29.636581,83.303909,186.000000,214.166521,45.310143,276.819892,126.265752,2.955540,6.111683,10.279947,10.555795,20.977323,13.623197,-21.862314,1.958221,0.013239,0.237757,0.207647,0.066757,0.077295,0.065989,0.048561,0.132342,0.051182,0.124816,0.091610,0.068761,0.088532,0.023609,0.068557,0.014768,0.070799,0.105500,0.085021,0.084786,0.099824,0.042362,0.044419,0.044089,290.488891,0.808720,758.430560,0.719561,29.962610,2743.233348,3.159272,4.280482,0.002989,2.509548,-0.482426,0.966098,25.117647,284.229218,15.843075,249.337509,1.923704,0.020297,0.008587,0.006401,0.001561,0.001249,0.000937,0.712412,0.231538,0.000000,-545.736581,552.023006,-21.737587
24.000000,2.000000,24.000000,8.000000,0.000000,9.000000,0.000000,577.000000,317.000000,635.000000,389.000000,1193.000000,680.000000,5.315073,0.000826,58.721802,606.000000,4.022313,0.057232,0.892489,14.144941,59.584110,110.000000,137.338094,29.538210,480.322727,127.958340,2.834419,5.767683,9.966115,10.657669,21.193989,14.488125,21.065034,2.984613,0.006111,0.328217,0.275298,0.041252,0.030802,0.249068,0.244628,0.247444,0.041435,0.016876,0.061908,0.168626,0.143512,0.207765,0.215253,0.022583,0.037217,0.008957,0.086233,0.032984,0.067569,0.100902,0.170388,0.179585,227.859570,0.760619,475.602010,0.842440,17.117038,1674.548472,1.882262,2.380330,0.005311,1.572745,-0.563452,0.918750,16.376471,219.503937,15.865133,249.803345,1.125794,0.016523,0.011255,0.005029,0.001676,0.000718,0.000000,0.841475,0.119971,0.000000,-1588.626642,-669.154216,15.349316
24.000000,9.000000,24.000000,2.000000,0.000000,0.000000,0.000000,544.000000,104.000000,588.000000,180.000000,1120.000000,256.000000,3.535534,0.002212,16.124515,676.500000,3.215054,0.061603,0.905622,16.029024,56.172749,115.000000,133.639609,28.640106,353.260870,211.917153,2.912033,5.964471,10.396958,10.757339,21.338620,13.799713,-22.196862,1.963578,0.029364,0.281994,0.239243,0.036979,0.040756,0.162757,0.104261,0.182680,0.061890,0.038204,0.023268,0.057603,0.025246,0.051105,0.115488,0.014202,0.059847,0.005796,0.024883,0.112016,0.142762,0.038680,0.063002,0.051553,286.472724,0.809434,750.389117,0.785019,26.955981,2715.083744,2.513216,3.190184,0.004403,1.964284,-0.551269,0.954244,13.113726,162.942688,15.856317,249.617264,1.491901,0.031400,0.013756,0.003289,0.002392,0.001495,0.000299,0.780203,0.153409,0.000000,-515.911484,-545.442232,-15.221421
24.000000,7.000000,24.000000,8.000000,0.000000,10.000000,0.000000,499.000000,116.000000,557.000000,179.000000,1037.000000,273.500000,6.403124,0.014446,51.266461,614.000000,3.128492,0.076081,0.928193,15.573462,51.669910,98.000000,122.852812,26.400856,336.806122,190.594942,2.938510,6.035702,10.496698,10.749196,21.373105,13.773112,-22.549475,2.743575,0.000000,0.463941,0.202732,0.037309,0.018509,0.230238,0.335218,0.144612,0.043006,0.011405,0.021861,0.172986,0.135110,0.275776,0.104611,0.002915,0.018861,0.021932,0.021997,0.036153,0.026222,0.115217,0.228187,0.074777,238.261571,0.813947,639.869041,0.816418,22.198396,2321.214592,2.123017,2.712109,0.004295,1.786673,-0.556711,0.935643,14.329412,186.755875,15.862907,249.756439,1.275226,0.019157,0.007937,0.004926,0.001095,0.001642,0.000547,0.818281,0.139573,0.000000,-923.082164,-627.836405,-2.169045
24.000000,1.000000,24.000000,2.000000,0.000000,3.000000,0.000000,185.000000,396.000000,225.000000,467.000000,400.000000,837.500000,1.500000,0.001015,22.847319,493.000000,3.701755,0.086620,0.894737,12.709536,51.178932,104.000000,119.740114,25.597950,317.442308,114.503009,2.882892,5.882683,10.792722,11.601663,23.348999,-15.408334,-22.816815,2.220880,0.039909,0.277459,0.267979,0.034133,0.067827,0.153628,0.176805,0.219713,0.019133,0.041838,0.065582,0.015123,0.056600,0.097949,0.170128,0.045270,0.025628,0.063188,0.049201,0.054010,0.091824,0.025613,0.042496,0.119845,341.696839,0.777491,766.042455,0.797380,24.538089,2722.472982,2.299573,2.866502,0.003682,1.985325,-0.583366,0.951169,11.137255,143.272354,15.863663,249.772339,1.367668,0.021127,0.010563,0.005634,0.002113,0.000704,0.000352,0.807746,0.147535,0.000000,-492.393151,-728.413531,-14.443141
24.000000,8.000000,24.000000,3.000000,0.000000,3.000000,0.000000,376.000000,94.000000,430.000000,204.000000,789.000000,253.000000,3.640055,0.026360,25.044960,1830.000000,2.848276,0.097811,0.894866,29.181654,84.664612,196.000000,224.166521,46.222389,275.367347,129.142789,2.959853,6.111862,10.550504,10.847661,21.548443,13.909137,-22.600725,1.704253,0.029469,0.220556,0.163557,0.063517,0.086153,0.002610,0.055094,0.055557,0.026908,0.089367,0.118073,0.138630,0.080624,0.065068,0.010475,0.052037,0.083723,0.042979,0.088860,0.075397,0.052318,0.068496,0.018848,0.015938,338.347376,0.811662,897.011843,0.685220,34.942872,3249.699996,3.509456,4.765623,0.002358,2.758324,-0.471359,0.972751,23.294117,250.428650,15.833022,249.125183,2.124246,0.019192,0.011953,0.006734,0.003535,0.003704,0.000842,0.680303,0.253535,0.000000,-22.958026,647.987671,-45.400829
27.000000,9.000000,27.000000,2.000000,0.000000,0.000000,0.000000,543.000000,102.000000,587.000000,179.000000,1118.000000,252.500000,2.000000,0.005124,14.080128,686.500000,3.296703,0.057261,0.913506,15.883389,57.036476,117.000000,134.811182,28.987165,352.141026,212.305923,2.908157,5.951891,10.505414,10.870297,21.563048,13.909213,-22.384046,1.870907,0.024885,0.285580,0.237871,0.042386,0.037064,0.158853,0.109648,0.179263,0.050149,0.034970,0.016699,0.037010,0.012699,0.036983,0.111534,0.020944,0.040914,0.010223,0.017984,0.117208,0.131163,0.057681,0.051282,0.047913,296.583520,0.806970,766.843428,0.782798,27.114962,2770.790192,2.522743,3.205917,0.003888,1.988891,-0.557137,0.956520,13.286275,164.999069,15.857530,249.642883,1.505475,0.032172,0.013577,0.002952,0.001771,0.000885,0.000295,0.779811,0.157320,0.000000,-458.212245,-531.962167,-12.796099
27.000000,2.000000,27.000000,8.000000,0.000000,11.000000,0.000000,582.000000,313.000000,637.000000,385.000000,1201.500000,672.000000,4.031129,0.007488,50.062461,605.500000,4.018868,0.057828,0.909842,13.935987,59.841171,109.000000,134.267026,29.584724,479.559633,131.808168,2.836729,5.770740,10.157389,11.039450,-22.653614,-14.233687,21.639898,2.792975,0.002714,0.314939,0.278165,0.031499,0.024762,0.247024,0.226289,0.250143,0.039207,0.025583,0.053363,0.152444,0.130092,0.188703,0.214580,0.017775,0.033940,0.008911,0.075373,0.024310,0.045501,0.084920,0.149352,0.173386,231.078698,0.758725,478.487178,0.833615,17.788929,1682.870013,1.955687,2.487013,0.005718,1.641743,-0.556572,0.922765,15.529411,206.072571,15.863177,249.761932,1.169977,0.019444,0.009343,0.005051,0.002273,0.000000,0.000253,0.833081,0.126768,0.000000,-1579.242484,-671.170948,2.257716
27.000000,8.000000,27.000000,3.000000,0.000000,4.000000,0.000000,376.000000,90.000000,430.000000,203.000000,789.000000,246.500000,3.500000,0.008352,24.191941,1811.000000,2.896366,0.093084,0.880408,29.309273,83.980843,196.000000,224.166521,46.872265,274.191327,130.026574,2.959251,6.113117,10.472878,10.731665,21.333998,13.791220,-23.104929,1.695855,0.019148,0.223351,0.152560,0.072783,0.067729,0.005105,0.073609,0.056652,0.024245,0.070925,0.115611,0.160015,0.109348,0.065133,0.010544,0.043239,0.061030,0.044281,0.106322,0.069787,0.065689,0.062374,0.014124,0.002252,329.608862,0.809408,863.404878,0.697563,33.627165,3124.010652,3.394789,4.604166,0.002638,2.678815,-0.474423,0.970511,23.929411,261.738373,15.836169,249.191589,2.056568,0.020649,0.008194,0.004097,0.002622,0.002130,0.001475,0.692888,0.249426,0.000000,-152.399618,623.529803,-34.896859
